Below or Above,Budget Area,Below Minimum Wage,Wage Correction,Hrly Correction,Hrly Rate Bin Size,Hrly Correction (bin),Hrly Rate (bin),Hrly Rate Correction Bin Size,Hrly Rate,ID,레코드 수,Service Dt,Service Time in Years
Below,Research & Development,Below Minimum Wage,$830.7,$15.00,$14.00,$15.00,$14.00,$15.00,$14.69,299,1,2014-01-16,2.230136986
Below,Services,Below Minimum Wage,"$7,781.0",$15.00,$12.00,$15.00,$12.00,$15.00,$12.08,69,1,2014-01-16,2.230136986
Above,Marketing,Above Minimum Wage,"-$14,336.5",$20.37,$20.00,$20.00,$20.00,$20.00,$20.37,242,1,2014-02-03,2.183561644
Below,Services,Below Minimum Wage,"$4,604.7",$15.00,$13.00,$15.00,$13.00,$15.00,$13.27,440,1,2014-02-10,2.164383562
Below,Marketing,Below Minimum Wage,$830.7,$15.00,$14.00,$15.00,$14.00,$15.00,$14.69,6,1,2014-02-16,2.147945205
Above,Operations,Above Minimum Wage,"-$4,466.7",$16.67,$16.00,$16.00,$16.00,$16.00,$16.67,195,1,2014-02-17,2.145205479
Above,Supply Chain,Above Minimum Wage,"-$18,367.8",$21.89,$21.00,$21.00,$21.00,$21.00,$21.89,584,1,2014-02-21,2.134246575
Below,Facilities,Below Minimum Wage,"$6,132.8",$15.00,$12.00,$15.00,$12.00,$15.00,$12.70,411,1,2014-02-24,2.126027397
Below,Supply Chain,Below Minimum Wage,"$4,391.8",$15.00,$13.00,$15.00,$13.00,$15.00,$13.35,576,1,2014-03-03,2.101369863
Above,Supply Chain,Above Minimum Wage,"-$3,328.8",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,266,1,2014-03-04,2.098630137
Above,Supply Chain,Above Minimum Wage,"-$4,485.8",$16.68,$16.00,$16.00,$16.00,$16.00,$16.68,666,1,2014-03-31,2.027397260
Above,Supply Chain,Above Minimum Wage,"-$4,466.7",$16.67,$16.00,$16.00,$16.00,$16.00,$16.67,14,1,2014-04-01,2.024657534
Above,Supply Chain,Above Minimum Wage,"-$18,367.8",$21.89,$21.00,$21.00,$21.00,$21.00,$21.89,593,1,2014-04-07,2.008219178
Above,Services,Above Minimum Wage,-$596.2,$15.22,$15.00,$15.00,$15.00,$15.00,$15.22,508,1,2014-04-17,1.980821918
Above,Services,Above Minimum Wage,-$596.2,$15.22,$15.00,$15.00,$15.00,$15.00,$15.22,506,1,2014-04-21,1.969863014
Above,Services,Above Minimum Wage,"-$6,320.2",$17.37,$17.00,$17.00,$17.00,$17.00,$17.37,655,1,2014-05-01,1.942465753
Below,Services,Below Minimum Wage,"$6,605.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.52,401,1,2014-05-02,1.939726027
Below,Services,Below Minimum Wage,"$6,605.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.52,786,1,2014-05-02,1.939726027
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,412,1,2014-05-05,1.931506849
Below,Supply Chain,Below Minimum Wage,"$4,391.8",$15.00,$13.00,$15.00,$13.00,$15.00,$13.35,577,1,2014-05-12,1.912328767
Below,Supply Chain,Below Minimum Wage,"$8,003.3",$15.00,$12.00,$15.00,$12.00,$15.00,$12.00,59,1,2014-05-15,1.904109589
Below,Facilities,Below Minimum Wage,"$2,601.3",$15.00,$14.00,$15.00,$14.00,$15.00,$14.02,872,1,2014-05-19,1.893150685
Below,Marketing,Below Minimum Wage,"$1,003.7",$15.00,$14.00,$15.00,$14.00,$15.00,$14.62,112,1,2014-05-19,1.893150685
Below,Services,Below Minimum Wage,"$1,942.1",$15.00,$14.00,$15.00,$14.00,$15.00,$14.27,507,1,2014-05-30,1.863013699
Below,Services,Below Minimum Wage,"$11,345.7",$15.00,$10.00,$15.00,$10.00,$15.00,$10.75,343,1,2014-06-01,1.860273973
Above,Operations,Above Minimum Wage,"-$11,877.9",$19.45,$19.00,$19.00,$19.00,$19.00,$19.45,251,1,2014-06-05,1.849315068
Below,Facilities,Below Minimum Wage,"$4,777.2",$15.00,$13.00,$15.00,$13.00,$15.00,$13.21,793,1,2014-06-09,1.838356164
Above,Marketing,Above Minimum Wage,"-$16,527.9",$21.20,$21.00,$21.00,$21.00,$21.00,$21.20,662,1,2014-06-09,1.838356164
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,615,1,2014-06-09,1.838356164
Below,Facilities,Below Minimum Wage,"$6,797.2",$15.00,$12.00,$15.00,$12.00,$15.00,$12.45,482,1,2014-06-12,1.830136986
Below,Facilities,Below Minimum Wage,"$11,716.2",$15.00,$10.00,$15.00,$10.00,$15.00,$10.61,354,1,2014-06-16,1.819178082
Below,Human Resources,Below Minimum Wage,"$1,788.7",$15.00,$14.00,$15.00,$14.00,$15.00,$14.33,136,1,2014-06-16,1.819178082
Below,Services,Below Minimum Wage,"$12,078.2",$15.00,$10.00,$15.00,$10.00,$15.00,$10.47,772,1,2014-06-25,1.794520548
Above,Marketing,Above Minimum Wage,"-$3,328.8",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,738,1,2014-07-07,1.761643836
Below,Facilities,Below Minimum Wage,"$13,579.1",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,384,1,2014-07-28,1.704109589
Above,Facilities,Above Minimum Wage,"-$6,235.0",$17.34,$17.00,$17.00,$17.00,$17.00,$17.34,807,1,2014-07-29,1.701369863
Above,Services,Above Minimum Wage,"-$7,344.0",$17.75,$17.00,$17.00,$17.00,$17.00,$17.75,835,1,2014-08-04,1.687671233
Below,Services,Below Minimum Wage,"$8,484.7",$15.00,$11.00,$15.00,$11.00,$15.00,$11.82,528,1,2014-08-15,1.657534247
Above,Marketing,Above Minimum Wage,-$868.8,$15.33,$15.00,$15.00,$15.00,$15.00,$15.33,122,1,2014-08-18,1.649315068
Above,Research & Development,Above Minimum Wage,"-$6,320.2",$17.37,$17.00,$17.00,$17.00,$17.00,$17.37,811,1,2014-08-18,1.649315068
Above,Services,Above Minimum Wage,"-$5,322.8",$17.00,$16.00,$16.00,$16.00,$16.00,$17.00,616,1,2014-08-18,1.649315068
Above,Research & Development,Above Minimum Wage,"-$3,594.5",$16.35,$16.00,$16.00,$16.00,$16.00,$16.35,796,1,2014-08-25,1.630136986
Above,Supply Chain,Above Minimum Wage,"-$3,328.8",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,267,1,2014-09-03,1.608219178
Below,Facilities,Below Minimum Wage,"$11,631.9",$15.00,$10.00,$15.00,$10.00,$15.00,$10.64,348,1,2014-09-08,1.594520548
Below,Facilities,Below Minimum Wage,"$1,686.5",$15.00,$14.00,$15.00,$14.00,$15.00,$14.37,774,1,2014-09-09,1.591780822
Above,Purchasing,Above Minimum Wage,"-$6,320.2",$17.37,$17.00,$17.00,$17.00,$17.00,$17.37,145,1,2014-09-09,1.591780822
Above,Purchasing,Above Minimum Wage,"-$7,683.0",$17.88,$17.00,$17.00,$17.00,$17.00,$17.88,745,1,2014-09-15,1.575342466
Above,Logistics,Above Minimum Wage,"-$2,913.1",$16.09,$16.00,$16.00,$16.00,$16.00,$16.09,103,1,2014-10-02,1.528767123
Above,Services,Above Minimum Wage,-$250.1,$15.09,$15.00,$15.00,$15.00,$15.00,$15.09,588,1,2014-10-13,1.498630137
Above,Facilities,Above Minimum Wage,"-$5,340.7",$17.00,$17.00,$17.00,$17.00,$17.00,$17.00,881,1,2014-10-20,1.479452055
Above,Services,Above Minimum Wage,"-$13,180.4",$19.94,$19.00,$19.00,$19.00,$19.00,$19.94,624,1,2014-10-20,1.479452055
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,614,1,2014-10-26,1.463013699
Below,Supply Chain,Below Minimum Wage,$494.0,$15.00,$14.00,$15.00,$14.00,$15.00,$14.81,176,1,2014-11-01,1.449315068
Above,Human Resources,Above Minimum Wage,"-$7,683.0",$17.88,$17.00,$17.00,$17.00,$17.00,$17.88,712,1,2014-11-03,1.443835616
Below,Services,Below Minimum Wage,$446.3,$15.00,$14.00,$15.00,$14.00,$15.00,$14.83,229,1,2014-11-03,1.443835616
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,413,1,2014-11-05,1.438356164
Below,Information Technology,Below Minimum Wage,"$1,856.9",$15.00,$14.00,$15.00,$14.00,$15.00,$14.30,761,1,2014-11-10,1.424657534
Above,Marketing,Above Minimum Wage,"-$4,957.4",$16.86,$16.00,$16.00,$16.00,$16.00,$16.86,742,1,2014-11-10,1.424657534
Above,Services,Above Minimum Wage,"-$1,201.0",$15.45,$15.00,$15.00,$15.00,$15.00,$15.45,617,1,2014-11-17,1.405479452
Below,Facilities,Below Minimum Wage,"$4,241.9",$15.00,$13.00,$15.00,$13.00,$15.00,$13.41,760,1,2014-12-08,1.347945205
Above,Purchasing,Above Minimum Wage,-$868.8,$15.33,$15.00,$15.00,$15.00,$15.00,$15.33,39,1,2014-12-08,1.347945205
Above,Purchasing,Above Minimum Wage,"-$6,660.9",$17.50,$17.00,$17.00,$17.00,$17.00,$17.50,143,1,2014-12-12,1.336986301
Below,Facilities,Below Minimum Wage,"$5,002.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.13,788,1,2014-12-15,1.328767123
Above,Operations,Above Minimum Wage,"-$12,453.0",$19.67,$19.00,$19.00,$19.00,$19.00,$19.67,24,1,2014-12-17,1.323287671
Above,Services,Above Minimum Wage,"-$7,344.0",$17.75,$17.00,$17.00,$17.00,$17.00,$17.75,857,1,2015-01-02,1.282191781
Above,Research & Development,Above Minimum Wage,"-$3,594.5",$16.35,$16.00,$16.00,$16.00,$16.00,$16.35,314,1,2015-01-16,1.243835616
Above,Services,Above Minimum Wage,"-$10,749.5",$19.03,$19.00,$19.00,$19.00,$19.00,$19.03,301,1,2015-01-20,1.232876712
Above,Legal,Above Minimum Wage,"-$15,218.2",$20.70,$20.00,$20.00,$20.00,$20.00,$20.70,273,1,2015-02-01,1.202739726
Below,Supply Chain,Below Minimum Wage,"$1,175.5",$15.00,$14.00,$15.00,$14.00,$15.00,$14.56,469,1,2015-02-02,1.2
Above,Facilities,Above Minimum Wage,"-$6,107.3",$17.29,$17.00,$17.00,$17.00,$17.00,$17.29,884,1,2015-02-16,1.161643836
Above,Facilities,Above Minimum Wage,"-$9,337.2",$18.50,$18.00,$18.00,$18.00,$18.00,$18.50,802,1,2015-02-16,1.161643836
Above,Facilities,Above Minimum Wage,-$996.6,$15.37,$15.00,$15.00,$15.00,$15.00,$15.37,824,1,2015-03-02,1.117808219
Above,Facilities,Above Minimum Wage,"-$1,245.0",$15.47,$15.00,$15.00,$15.00,$15.00,$15.47,860,1,2015-03-09,1.098630137
Above,Marketing,Above Minimum Wage,"-$5,501.1",$17.06,$17.00,$17.00,$17.00,$17.00,$17.06,561,1,2015-03-16,1.079452055
Above,Marketing,Above Minimum Wage,-$868.8,$15.33,$15.00,$15.00,$15.00,$15.00,$15.33,458,1,2015-04-08,1.019178082
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,414,1,2015-04-16,0.997260274
Above,Marketing,Above Minimum Wage,"-$3,328.8",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,730,1,2015-04-27,0.967123288
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,605,1,2015-04-27,0.967123288
Below,Marketing,Below Minimum Wage,"$7,989.7",$15.00,$12.00,$15.00,$12.00,$15.00,$12.01,467,1,2015-05-01,0.956164384
Above,Marketing,Above Minimum Wage,"-$3,328.8",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,735,1,2015-05-01,0.956164384
Above,Services,Above Minimum Wage,"-$6,218.0",$17.33,$17.00,$17.00,$17.00,$17.00,$17.33,289,1,2015-05-01,0.956164384
Below,Marketing,Below Minimum Wage,"$3,901.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.54,643,1,2015-05-04,0.947945205
Above,Marketing,Above Minimum Wage,"-$15,860.1",$20.95,$20.00,$20.00,$20.00,$20.00,$20.95,695,1,2015-05-18,0.909589041
Below,Customer Service,Below Minimum Wage,"$4,393.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.35,158,1,2015-05-26,0.887671233
Below,Facilities,Below Minimum Wage,"$4,241.9",$15.00,$13.00,$15.00,$13.00,$15.00,$13.41,764,1,2015-06-01,0.873972603
Below,Services,Below Minimum Wage,"$1,856.9",$15.00,$14.00,$15.00,$14.00,$15.00,$14.30,302,1,2015-06-01,0.873972603
Above,Research & Development,Above Minimum Wage,"-$20,672.7",$22.75,$22.00,$22.00,$22.00,$22.00,$22.75,313,1,2015-06-29,0.797260274
Below,Services,Below Minimum Wage,"$7,809.8",$15.00,$12.00,$15.00,$12.00,$15.00,$12.07,55,1,2015-06-29,0.797260274
Below,Facilities,Below Minimum Wage,"$6,797.2",$15.00,$12.00,$15.00,$12.00,$15.00,$12.45,790,1,2015-07-07,0.775342466
Above,Operations,Above Minimum Wage,"-$15,316.4",$20.74,$20.00,$20.00,$20.00,$20.00,$20.74,703,1,2015-07-07,0.775342466
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,606,1,2015-07-07,0.775342466
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,607,1,2015-07-07,0.775342466
Above,Services,Above Minimum Wage,"-$10,749.5",$19.03,$19.00,$19.00,$19.00,$19.00,$19.03,281,1,2015-07-07,0.775342466
Above,Marketing,Above Minimum Wage,"-$3,328.8",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,736,1,2015-07-08,0.772602740
Below,Operations,Below Minimum Wage,"$4,855.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.18,48,1,2015-07-15,0.753424658
Below,Facilities,Below Minimum Wage,"$13,579.1",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,352,1,2015-07-17,0.747945205
Below,Services,Below Minimum Wage,"$5,233.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.04,513,1,2015-07-27,0.720547945
Below,Services,Below Minimum Wage,"$13,574.0",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,347,1,2015-07-28,0.717808219
Above,Engineering,Above Minimum Wage,"-$4,275.9",$16.60,$16.00,$16.00,$16.00,$16.00,$16.60,226,1,2015-08-10,0.684931507
Below,Services,Below Minimum Wage,"$8,484.7",$15.00,$11.00,$15.00,$11.00,$15.00,$11.82,522,1,2015-08-19,0.660273973
Above,Marketing,Above Minimum Wage,-$868.8,$15.33,$15.00,$15.00,$15.00,$15.00,$15.33,309,1,2015-08-24,0.646575342
Above,Services,Above Minimum Wage,"-$2,913.1",$16.09,$16.00,$16.00,$16.00,$16.00,$16.09,487,1,2015-08-24,0.646575342
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,479,1,2015-08-25,0.643835616
Below,Facilities,Below Minimum Wage,"$13,579.1",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,385,1,2015-09-01,0.627397260
Below,Facilities,Below Minimum Wage,"$6,669.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.50,791,1,2015-09-01,0.627397260
Above,Marketing,Above Minimum Wage,"-$7,664.0",$17.87,$17.00,$17.00,$17.00,$17.00,$17.87,699,1,2015-09-03,0.621917808
Above,Operations,Above Minimum Wage,"-$7,683.0",$17.88,$17.00,$17.00,$17.00,$17.00,$17.88,723,1,2015-09-07,0.610958904
Above,Services,Above Minimum Wage,"-$12,648.9",$19.74,$19.00,$19.00,$19.00,$19.00,$19.74,622,1,2015-09-07,0.610958904
Above,Services,Above Minimum Wage,"-$11,090.2",$19.16,$19.00,$19.00,$19.00,$19.00,$19.16,660,1,2015-09-07,0.610958904
Below,Facilities,Below Minimum Wage,"$13,579.1",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,355,1,2015-09-15,0.589041096
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,410,1,2015-09-16,0.586301370
Below,Facilities,Below Minimum Wage,"$6,669.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.50,775,1,2015-09-16,0.586301370
Below,Marketing,Below Minimum Wage,"$8,044.2",$15.00,$11.00,$15.00,$11.00,$15.00,$11.98,468,1,2015-09-16,0.586301370
Above,Services,Above Minimum Wage,-$868.8,$15.33,$15.00,$15.00,$15.00,$15.00,$15.33,679,1,2015-09-16,0.586301370
Above,Services,Above Minimum Wage,"-$1,686.5",$15.63,$15.00,$15.00,$15.00,$15.00,$15.63,291,1,2015-09-21,0.572602740
Above,Purchasing,Above Minimum Wage,"-$9,130.4",$18.42,$18.00,$18.00,$18.00,$18.00,$18.42,744,1,2015-09-24,0.564383562
Above,Marketing,Above Minimum Wage,"-$4,957.4",$16.86,$16.00,$16.00,$16.00,$16.00,$16.86,542,1,2015-09-28,0.553424658
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,415,1,2015-10-01,0.545205479
Above,Research & Development,Above Minimum Wage,"-$18,585.8",$21.97,$21.00,$21.00,$21.00,$21.00,$21.97,277,1,2015-10-05,0.534246575
Below,Services,Below Minimum Wage,"$8,484.7",$15.00,$11.00,$15.00,$11.00,$15.00,$11.82,529,1,2015-10-12,0.515068493
Below,Services,Below Minimum Wage,"$1,116.7",$15.00,$14.00,$15.00,$14.00,$15.00,$14.58,445,1,2015-10-12,0.515068493
Below,Marketing,Below Minimum Wage,"$1,175.5",$15.00,$14.00,$15.00,$14.00,$15.00,$14.56,644,1,2015-10-13,0.512328767
Above,Services,Above Minimum Wage,"-$5,854.3",$17.19,$17.00,$17.00,$17.00,$17.00,$17.19,608,1,2015-10-14,0.509589041
Above,Supply Chain,Above Minimum Wage,"-$6,974.4",$17.61,$17.00,$17.00,$17.00,$17.00,$17.61,177,1,2015-10-28,0.471232877
Above,Facilities,Above Minimum Wage,"-$13,006.7",$19.88,$19.00,$19.00,$19.00,$19.00,$19.88,861,1,2015-11-02,0.460273973
Below,Services,Below Minimum Wage,"$4,393.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.35,215,1,2015-11-02,0.460273973
Below,Services,Below Minimum Wage,"$13,574.0",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,344,1,2015-11-16,0.421917808
Below,Services,Below Minimum Wage,"$13,574.0",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,345,1,2015-11-16,0.421917808
Below,Services,Below Minimum Wage,"$13,574.0",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,346,1,2015-11-16,0.421917808
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,609,1,2015-11-16,0.421917808
Above,Supply Chain,Above Minimum Wage,"-$5,161.8",$16.93,$16.00,$16.00,$16.00,$16.00,$16.93,268,1,2015-11-16,0.421917808
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,618,1,2015-11-18,0.416438356
Above,Operations,Above Minimum Wage,"-$3,594.5",$16.35,$16.00,$16.00,$16.00,$16.00,$16.35,189,1,2015-11-30,0.383561644
Below,Services,Below Minimum Wage,"$6,265.7",$15.00,$12.00,$15.00,$12.00,$15.00,$12.65,438,1,2015-12-02,0.378082192
Above,Customer Service,Above Minimum Wage,"-$7,683.0",$17.88,$17.00,$17.00,$17.00,$17.00,$17.88,751,1,2016-01-04,0.290410959
Above,Purchasing,Above Minimum Wage,"-$5,775.1",$17.16,$17.00,$17.00,$17.00,$17.00,$17.16,144,1,2016-01-04,0.290410959
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,619,1,2016-01-04,0.290410959
Below,Services,Below Minimum Wage,"$13,105.0",$15.00,$10.00,$15.00,$10.00,$15.00,$10.09,338,1,2016-01-16,0.257534247
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,416,1,2016-01-25,0.232876712
Above,Customer Service,Above Minimum Wage,"-$14,497.3",$20.43,$20.00,$20.00,$20.00,$20.00,$20.43,702,1,2016-02-01,0.216438356
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,480,1,2016-02-01,0.216438356
Below,Services,Below Minimum Wage,"$10,630.2",$15.00,$11.00,$15.00,$11.00,$15.00,$11.02,57,1,2016-02-01,0.216438356
Above,Services,Above Minimum Wage,"-$2,231.7",$15.84,$15.00,$15.00,$15.00,$15.00,$15.84,590,1,2016-02-01,0.216438356
Above,Supply Chain,Above Minimum Wage,"-$6,320.2",$17.37,$17.00,$17.00,$17.00,$17.00,$17.37,718,1,2016-02-01,0.216438356
Above,Supply Chain,Above Minimum Wage,"-$3,328.8",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,269,1,2016-02-03,0.210958904
Above,Operations,Above Minimum Wage,"-$13,167.1",$19.94,$19.00,$19.00,$19.00,$19.00,$19.94,685,1,2016-02-15,0.178082192
Above,Research & Development,Above Minimum Wage,-$868.8,$15.33,$15.00,$15.00,$15.00,$15.00,$15.33,17,1,2016-02-16,0.175342466
Above,Services,Above Minimum Wage,"-$5,322.8",$17.00,$16.00,$16.00,$16.00,$16.00,$17.00,610,1,2016-02-16,0.175342466
Below,Customer Service,Below Minimum Wage,$494.0,$15.00,$14.00,$15.00,$14.00,$15.00,$14.81,156,1,2016-03-01,0.134246575
Below,Facilities,Below Minimum Wage,"$13,579.1",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,386,1,2016-03-01,0.134246575
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,417,1,2016-03-01,0.134246575
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,473,1,2016-03-01,0.134246575
Above,Operations,Above Minimum Wage,"-$1,821.4",$15.68,$15.00,$15.00,$15.00,$15.00,$15.68,722,1,2016-03-07,0.117808219
Below,Services,Below Minimum Wage,"$6,764.0",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,485,1,2016-03-07,0.117808219
Above,Operations,Above Minimum Wage,"-$1,573.4",$15.59,$15.00,$15.00,$15.00,$15.00,$15.59,183,1,2016-03-09,0.112328767
Above,Services,Above Minimum Wage,-$800.7,$15.30,$15.00,$15.00,$15.00,$15.00,$15.30,671,1,2016-03-21,0.079452055
Above,Customer Service,Above Minimum Wage,"-$7,683.0",$17.88,$17.00,$17.00,$17.00,$17.00,$17.88,154,1,2016-04-01,0.052054795
Below,Facilities,Below Minimum Wage,"$13,579.1",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,356,1,2016-04-01,0.052054795
Below,Services,Below Minimum Wage,$455.9,$15.00,$14.00,$15.00,$14.00,$15.00,$14.83,451,1,2016-04-01,0.052054795
Below,Services,Below Minimum Wage,"$6,764.0",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,486,1,2016-04-04,0.043835616
Below,Services,Below Minimum Wage,"$4,885.0",$15.00,$13.00,$15.00,$13.00,$15.00,$13.17,514,1,2016-04-04,0.043835616
Above,Research & Development,Above Minimum Wage,"-$3,594.5",$16.35,$16.00,$16.00,$16.00,$16.00,$16.35,842,1,2016-04-13,0.019178082
Above,Supply Chain,Above Minimum Wage,"-$1,734.2",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,544,1,2016-04-13,0.019178082
Below,Facilities,Below Minimum Wage,"$13,579.1",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,472,1,2016-04-15,0.013698630
